# NIST Chemistry WebBook, SRD 69
# https://webbook.nist.gov/cgi/fluid.cgi?P=1&TLow=263.15&THigh=373.15+&TInc=2&Applet=on&Digits=5&ID=C74986&Action=Load&Type=IsoBar&TUnit=C&PUnit=bar&DUnit=mol%2Fl&HUnit=kJ%2Fmol&WUnit=m%2Fs&VisUnit=uPa*s&STUnit=N%2Fm&RefState=DEF
# Eric W. Lemmon, Mark O. McLinden and Daniel G. Friend, "Thermophysical Properties of Fluid Systems" in NIST Chemistry WebBook, NIST Standard Reference Database Number 69, Eds. P.J. Linstrom and W.G. Mallard, National Institute of Standards and Technology, Gaithersburg MD, 20899, https://doi.org/10.18434/T4D303, (retrieved June 10, 2020)
# temperature in Kelvin, nominal density in kg/Nm^3 at 1 bar
263.15	0.99113
265.15	0.98742
267.15	0.98373
269.15	0.98007
271.15	0.97644
273.15	0.97284
275.15	0.96926
277.15	0.96571
279.15	0.96219
281.15	0.95869
283.15	0.95521
285.15	0.95176
287.15	0.94834
289.15	0.94494
291.15	0.94157
293.15	0.93822
295.15	0.93489
297.15	0.93159
299.15	0.92831
301.15	0.92505
303.15	0.92182
305.15	0.91861
307.15	0.91542
309.15	0.91226
311.15	0.90911
313.15	0.90599
315.15	0.90289
317.15	0.89981
319.15	0.89675
321.15	0.89371
323.15	0.8907
325.15	0.8877
327.15	0.88472
329.15	0.88177
331.15	0.87883
333.15	0.87591
335.15	0.87302
337.15	0.87014
339.15	0.86728
341.15	0.86444
343.15	0.86162
345.15	0.85881
347.15	0.85603
349.15	0.85326
351.15	0.85051
353.15	0.84778
355.15	0.84507
357.15	0.84237
359.15	0.83969
361.15	0.83703
363.15	0.83439
365.15	0.83176
367.15	0.82915
369.15	0.82655
371.15	0.82397
373.15	0.82141
