# NIST Chemistry WebBook, SRD 69
# https://webbook.nist.gov/cgi/fluid.cgi?P=1&TLow=263.15&THigh=373.15&TInc=2&Applet=on&Digits=5&ID=C74986&Action=Load&Type=IsoBar&TUnit=C&PUnit=bar&DUnit=kg%2Fm3&HUnit=kJ%2Fkg&WUnit=m%2Fs&VisUnit=Pa*s&STUnit=N%2Fm&RefState=DEF
# Eric W. Lemmon, Mark O. McLinden and Daniel G. Friend, "Thermophysical Properties of Fluid Systems" in NIST Chemistry WebBook, NIST Standard Reference Database Number 69, Eds. P.J. Linstrom and W.G. Mallard, National Institute of Standards and Technology, Gaithersburg MD, 20899, https://doi.org/10.18434/T4D303, (retrieved June 10, 2020)
# temperature in Kelvin, isobaric heat capacity in J/(kg K)
263.15	2.6861
265.15	2.6935
267.15	2.7009
269.15	2.7083
271.15	2.7157
273.15	2.723
275.15	2.7303
277.15	2.7376
279.15	2.7449
281.15	2.7522
283.15	2.7594
285.15	2.7666
287.15	2.7738
289.15	2.781
291.15	2.7881
293.15	2.7952
295.15	2.8024
297.15	2.8094
299.15	2.8165
301.15	2.8236
303.15	2.8306
305.15	2.8376
307.15	2.8446
309.15	2.8515
311.15	2.8585
313.15	2.8654
315.15	2.8723
317.15	2.8792
319.15	2.886
321.15	2.8929
323.15	2.8997
325.15	2.9065
327.15	2.9133
329.15	2.92
331.15	2.9268
333.15	2.9335
335.15	2.9402
337.15	2.9469
339.15	2.9536
341.15	2.9602
343.15	2.9668
345.15	2.9734
347.15	2.98
349.15	2.9866
351.15	2.9931
353.15	2.9997
355.15	3.0062
357.15	3.0127
359.15	3.0192
361.15	3.0256
363.15	3.032
365.15	3.0385
367.15	3.0449
369.15	3.0512
371.15	3.0576
373.15	3.064
