# NIST Chemistry WebBook, SRD 69
# https://webbook.nist.gov/cgi/fluid.cgi?Action=Load&ID=C1333740&Type=IsoBar&Digits=6&P=1.01325&THigh=373.15&TLow=263.15&TInc=2&RefState=DEF&TUnit=K&PUnit=bar&DUnit=kg%2Fm3&HUnit=kJ%2Fmol&WUnit=m%2Fs&VisUnit=uPa*s&STUnit=N%2Fm
# Eric W. Lemmon, Mark O. McLinden and Daniel G. Friend, "Thermophysical Properties of Fluid Systems" in NIST Chemistry WebBook, NIST Standard Reference Database Number 69, Eds. P.J. Linstrom and W.G. Mallard, National Institute of Standards and Technology, Gaithersburg MD, 20899, https://doi.org/10.18434/T4D303, (retrieved June 10, 2020)
# temperature in Kelvin, nominal density in kg/Nm^3 at 1.01325 bar
263.15	0.0932971
265.15	0.0925936
267.15	0.0919006
269.15	0.0912179
271.15	0.0905453
273.15	0.0898825
275.15	0.0892294
277.15	0.0885857
279.15	0.0879512
281.15	0.0873258
283.15	0.0867091
285.15	0.0861012
287.15	0.0855017
289.15	0.0849105
291.15	0.0843274
293.15	0.0837523
295.15	0.083185
297.15	0.0826253
299.15	0.0820731
301.15	0.0815282
303.15	0.0809905
305.15	0.0804599
307.15	0.0799362
309.15	0.0794192
311.15	0.0789089
313.15	0.0784051
315.15	0.0779077
317.15	0.0774166
319.15	0.0769316
321.15	0.0764527
323.15	0.0759797
325.15	0.0755125
327.15	0.0750511
329.15	0.0745952
331.15	0.0741449
333.15	0.0736999
335.15	0.0732603
337.15	0.0728259
339.15	0.0723966
341.15	0.0719723
343.15	0.071553
345.15	0.0711385
347.15	0.0707288
349.15	0.0703238
351.15	0.0699235
353.15	0.0695276
355.15	0.0691362
357.15	0.0687492
359.15	0.0683665
361.15	0.0679881
363.15	0.0676138
365.15	0.0672436
367.15	0.0668774
369.15	0.0665152
371.15	0.0661569
373.15	0.0658025
