# NIST Chemistry WebBook, SRD 69
# https://webbook.nist.gov/cgi/fluid.cgi?P=1.01325&TLow=263.15&THigh=373.15&TInc=2&Digits=6&ID=C1333740&Action=Load&Type=IsoBar&TUnit=K&PUnit=bar&DUnit=kg%2Fm3&HUnit=kJ%2Fkg&WUnit=m%2Fs&VisUnit=uPa*s&STUnit=N%2Fm&RefState=DEF
# Eric W. Lemmon, Mark O. McLinden and Daniel G. Friend, "Thermophysical Properties of Fluid Systems" in NIST Chemistry WebBook, NIST Standard Reference Database Number 69, Eds. P.J. Linstrom and W.G. Mallard, National Institute of Standards and Technology, Gaithersburg MD, 20899, https://doi.org/10.18434/T4D303, (retrieved June 10, 2020)
# temperature in Kelvin, dynamic viscosity in kg/(m s)
263.15	8.16352E-06
265.15	8.20642E-06
267.15	8.24922E-06
269.15	8.29192E-06
271.15	8.33451E-06
273.15	8.37701E-06
275.15	8.41941E-06
277.15	8.46171E-06
279.15	8.50392E-06
281.15	8.54603E-06
283.15	8.58805E-06
285.15	8.62997E-06
287.15	8.67181E-06
289.15	8.71355E-06
291.15	8.75520E-06
293.15	8.79677E-06
295.15	8.83825E-06
297.15	8.87964E-06
299.15	8.92094E-06
301.15	8.96216E-06
303.15	9.00329E-06
305.15	9.04434E-06
307.15	9.08531E-06
309.15	9.12620E-06
311.15	9.16701E-06
313.15	9.20773E-06
315.15	9.24838E-06
317.15	9.28895E-06
319.15	9.32944E-06
321.15	9.36985E-06
323.15	9.41019E-06
325.15	9.45045E-06
327.15	9.49063E-06
329.15	9.53074E-06
331.15	9.57078E-06
333.15	9.61075E-06
335.15	9.65064E-06
337.15	9.69046E-06
339.15	9.73021E-06
341.15	9.76989E-06
343.15	9.80950E-06
345.15	9.84904E-06
347.15	9.88851E-06
349.15	9.92792E-06
351.15	9.96725E-06
353.15	1.00065E-05
355.15	1.00457E-05
357.15	1.00849E-05
359.15	1.01239E-05
361.15	1.01629E-05
363.15	1.02019E-05
365.15	1.02408E-05
367.15	1.02796E-05
369.15	1.03183E-05
371.15	1.03570E-05
373.15	1.03957E-05
